261 332 0.8760580505981931 12.0 
261 333 0.8760580505981931 12.0 
262 332 0.8760580505981931 12.0 
262 333 0.8760580505981931 12.0 
262 334 0.8760580505981931 12.0 
263 333 0.8760580505981931 12.0 
263 334 0.8760580505981931 12.0 
263 335 0.8760580505981931 12.0 
264 335 0.8760580505981931 12.0 
264 336 0.8760580505981931 12.0 
264 337 0.8760580505981931 12.0 
265 336 0.8760580505981931 12.0 
265 337 0.8760580505981931 12.0 
265 338 0.8760580505981931 12.0 
266 337 0.8760580505981931 12.0 
251 340 4.068887871591405 16.0 
251 341 4.068887871591405 16.0 
252 340 4.068887871591405 16.0 
252 341 4.068887871591405 16.0 
252 342 4.068887871591405 16.0 
252 343 4.068887871591405 16.0 
253 341 4.068887871591405 16.0 
253 342 4.068887871591405 16.0 
253 343 4.068887871591405 16.0 
253 344 4.068887871591405 16.0 
254 343 4.068887871591405 16.0 
303 343 5.608444364956032 20.0 
304 342 5.608444364956032 20.0 
304 343 5.608444364956032 20.0 
304 344 5.608444364956032 20.0 
305 342 5.608444364956032 20.0 
305 343 5.608444364956032 20.0 
306 341 5.608444364956032 20.0 
306 342 5.608444364956032 20.0 
307 340 5.608444364956032 20.0 
307 341 5.608444364956032 20.0 
307 342 5.608444364956032 20.0 
308 340 5.608444364956032 20.0 
308 341 5.608444364956032 20.0 
310 356 2.4468543773930898 12.0 
311 355 2.4468543773930898 12.0 
311 356 2.4468543773930898 12.0 
311 357 2.4468543773930898 12.0 
312 355 2.4468543773930898 12.0 
312 356 2.4468543773930898 12.0 
313 354 2.4468543773930898 12.0 
313 355 2.4468543773930898 12.0 
314 353 2.4468543773930898 12.0 
314 354 2.4468543773930898 12.0 
315 352 2.4468543773930898 12.0 
315 353 2.4468543773930898 12.0 
315 354 2.4468543773930898 12.0 
316 352 2.4468543773930898 12.0 
316 353 2.4468543773930898 12.0 
254.0 336.0 4.218447611465107 1.0768549578753144 40.0 
255.0 335.0 4.218447611465107 1.0768549578753144 40.0 
255.0 336.0 4.218447611465107 1.0768549578753144 40.0 
255.0 337.0 4.218447611465107 1.0768549578753144 40.0 
255.0 338.0 4.218447611465107 1.0768549578753144 40.0 
256.0 334.0 4.218447611465107 1.0768549578753144 40.0 
256.0 335.0 4.218447611465107 1.0768549578753144 40.0 
256.0 336.0 4.218447611465107 1.0768549578753144 40.0 
256.0 337.0 4.218447611465107 1.0768549578753144 40.0 
256.0 338.0 4.218447611465107 1.0768549578753144 40.0 
256.0 339.0 4.218447611465107 1.0768549578753144 40.0 
256.0 340.0 4.218447611465107 1.0768549578753144 40.0 
257.0 334.0 4.218447611465107 1.0768549578753144 40.0 
257.0 335.0 4.218447611465107 1.0768549578753144 40.0 
257.0 336.0 4.218447611465107 1.0768549578753144 40.0 
257.0 337.0 4.218447611465107 1.0768549578753144 40.0 
257.0 338.0 4.218447611465107 1.0768549578753144 40.0 
257.0 339.0 4.218447611465107 1.0768549578753144 40.0 
257.0 340.0 4.218447611465107 1.0768549578753144 40.0 
257.0 341.0 4.218447611465107 1.0768549578753144 40.0 
257.0 342.0 4.218447611465107 1.0768549578753144 40.0 
258.0 333.0 4.218447611465107 1.0768549578753144 40.0 
258.0 334.0 4.218447611465107 1.0768549578753144 40.0 
258.0 335.0 4.218447611465107 1.0768549578753144 40.0 
258.0 336.0 4.218447611465107 1.0768549578753144 40.0 
258.0 337.0 4.218447611465107 1.0768549578753144 40.0 
258.0 338.0 4.218447611465107 1.0768549578753144 40.0 
258.0 339.0 4.218447611465107 1.0768549578753144 40.0 
258.0 340.0 4.218447611465107 1.0768549578753144 40.0 
258.0 341.0 4.218447611465107 1.0768549578753144 40.0 
258.0 342.0 4.218447611465107 1.0768549578753144 40.0 
258.0 343.0 4.218447611465107 1.0768549578753144 40.0 
258.0 344.0 4.218447611465107 1.0768549578753144 40.0 
259.0 334.0 4.218447611465107 1.0768549578753144 40.0 
259.0 335.0 4.218447611465107 1.0768549578753144 40.0 
259.0 336.0 4.218447611465107 1.0768549578753144 40.0 
259.0 337.0 4.218447611465107 1.0768549578753144 40.0 
259.0 338.0 4.218447611465107 1.0768549578753144 40.0 
259.0 339.0 4.218447611465107 1.0768549578753144 40.0 
259.0 340.0 4.218447611465107 1.0768549578753144 40.0 
259.0 341.0 4.218447611465107 1.0768549578753144 40.0 
259.0 342.0 4.218447611465107 1.0768549578753144 40.0 
259.0 343.0 4.218447611465107 1.0768549578753144 40.0 
259.0 344.0 4.218447611465107 1.0768549578753144 40.0 
259.0 345.0 4.218447611465107 1.0768549578753144 40.0 
260.0 336.0 4.218447611465107 1.0768549578753144 40.0 
260.0 337.0 4.218447611465107 1.0768549578753144 40.0 
