262 285 0.4636476090008061 16.0 
262 286 0.4636476090008061 16.0 
263 285 0.4636476090008061 16.0 
263 286 0.4636476090008061 16.0 
264 285 0.4636476090008061 16.0 
264 286 0.4636476090008061 16.0 
264 287 0.4636476090008061 16.0 
265 286 0.4636476090008061 16.0 
265 287 0.4636476090008061 16.0 
266 286 0.4636476090008061 16.0 
266 287 0.4636476090008061 16.0 
266 288 0.4636476090008061 16.0 
267 287 0.4636476090008061 16.0 
267 288 0.4636476090008061 16.0 
268 287 0.4636476090008061 16.0 
268 288 0.4636476090008061 16.0 
268 289 0.4636476090008061 16.0 
269 288 0.4636476090008061 16.0 
269 289 0.4636476090008061 16.0 
270 288 0.4636476090008061 16.0 
270 289 0.4636476090008061 16.0 
270 290 0.4636476090008061 16.0 
271 289 0.4636476090008061 16.0 
271 290 0.4636476090008061 16.0 
272 289 0.4636476090008061 16.0 
272 290 0.4636476090008061 16.0 
272 291 0.4636476090008061 16.0 
273 290 0.4636476090008061 16.0 
273 291 0.4636476090008061 16.0 
274 290 0.4636476090008061 16.0 
248 315 4.71238898038469 20.0 
248 316 4.71238898038469 20.0 
248 317 4.71238898038469 20.0 
248 318 4.71238898038469 20.0 
248 319 4.71238898038469 20.0 
248 320 4.71238898038469 20.0 
248 321 4.71238898038469 20.0 
248 322 4.71238898038469 20.0 
249 315 4.71238898038469 20.0 
249 316 4.71238898038469 20.0 
249 317 4.71238898038469 20.0 
249 318 4.71238898038469 20.0 
249 319 4.71238898038469 20.0 
249 320 4.71238898038469 20.0 
249 321 4.71238898038469 20.0 
249 322 4.71238898038469 20.0 
248 325 3.546484439874875 20.0 
248 326 3.546484439874875 20.0 
249 325 3.546484439874875 20.0 
249 326 3.546484439874875 20.0 
250 325 3.546484439874875 20.0 
250 326 3.546484439874875 20.0 
251 326 3.546484439874875 20.0 
251 327 3.546484439874875 20.0 
252 326 3.546484439874875 20.0 
252 327 3.546484439874875 20.0 
253 327 3.546484439874875 20.0 
253 328 3.546484439874875 20.0 
254 327 3.546484439874875 20.0 
254 328 3.546484439874875 20.0 
255 327 3.546484439874875 20.0 
303.0 326.0 3.7493946497037522 0.6078019961139594 28.0 
303.0 327.0 3.7493946497037522 0.6078019961139594 28.0 
303.0 328.0 3.7493946497037522 0.6078019961139594 28.0 
304.0 325.0 3.7493946497037522 0.6078019961139594 28.0 
304.0 326.0 3.7493946497037522 0.6078019961139594 28.0 
304.0 327.0 3.7493946497037522 0.6078019961139594 28.0 
304.0 328.0 3.7493946497037522 0.6078019961139594 28.0 
304.0 329.0 3.7493946497037522 0.6078019961139594 28.0 
305.0 325.0 3.7493946497037522 0.6078019961139594 28.0 
305.0 326.0 3.7493946497037522 0.6078019961139594 28.0 
305.0 327.0 3.7493946497037522 0.6078019961139594 28.0 
305.0 328.0 3.7493946497037522 0.6078019961139594 28.0 
305.0 329.0 3.7493946497037522 0.6078019961139594 28.0 
306.0 326.0 3.7493946497037522 0.6078019961139594 28.0 
306.0 327.0 3.7493946497037522 0.6078019961139594 28.0 
306.0 328.0 3.7493946497037522 0.6078019961139594 28.0 
306.0 329.0 3.7493946497037522 0.6078019961139594 28.0 
306.0 330.0 3.7493946497037522 0.6078019961139594 28.0 
307.0 327.0 3.7493946497037522 0.6078019961139594 28.0 
307.0 328.0 3.7493946497037522 0.6078019961139594 28.0 
307.0 329.0 3.7493946497037522 0.6078019961139594 28.0 
307.0 330.0 3.7493946497037522 0.6078019961139594 28.0 
307.0 331.0 3.7493946497037522 0.6078019961139594 28.0 
308.0 328.0 3.7493946497037522 0.6078019961139594 28.0 
308.0 329.0 3.7493946497037522 0.6078019961139594 28.0 
308.0 330.0 3.7493946497037522 0.6078019961139594 28.0 
308.0 331.0 3.7493946497037522 0.6078019961139594 28.0 
309.0 328.0 3.7493946497037522 0.6078019961139594 28.0 
309.0 329.0 3.7493946497037522 0.6078019961139594 28.0 
309.0 330.0 3.7493946497037522 0.6078019961139594 28.0 
309.0 331.0 3.7493946497037522 0.6078019961139594 28.0 
309.0 332.0 3.7493946497037522 0.6078019961139594 28.0 
310.0 329.0 3.7493946497037522 0.6078019961139594 28.0 
310.0 330.0 3.7493946497037522 0.6078019961139594 28.0 
310.0 331.0 3.7493946497037522 0.6078019961139594 28.0 
310.0 332.0 3.7493946497037522 0.6078019961139594 28.0 
310.0 333.0 3.7493946497037522 0.6078019961139594 28.0 
311.0 330.0 3.7493946497037522 0.6078019961139594 28.0 
311.0 331.0 3.7493946497037522 0.6078019961139594 28.0 
311.0 332.0 3.7493946497037522 0.6078019961139594 28.0 
311.0 333.0 3.7493946497037522 0.6078019961139594 28.0 
311.0 334.0 3.7493946497037522 0.6078019961139594 28.0 
312.0 330.0 3.7493946497037522 0.6078019961139594 28.0 
