263 359 5.924414636909015 20.0 
264 359 5.924414636909015 20.0 
264 360 5.924414636909015 20.0 
265 359 5.924414636909015 20.0 
265 360 5.924414636909015 20.0 
266 358 5.924414636909015 20.0 
266 359 5.924414636909015 20.0 
267 358 5.924414636909015 20.0 
267 359 5.924414636909015 20.0 
268 358 5.924414636909015 20.0 
268 359 5.924414636909015 20.0 
269 357 5.924414636909015 20.0 
269 358 5.924414636909015 20.0 
270 357 5.924414636909015 20.0 
270 358 5.924414636909015 20.0 
271 357 5.924414636909015 20.0 
271 358 5.924414636909015 20.0 
271 370 2.5535900500422257 12.0 
272 370 2.5535900500422257 12.0 
272 371 2.5535900500422257 12.0 
273 369 2.5535900500422257 12.0 
273 370 2.5535900500422257 12.0 
274 368 2.5535900500422257 12.0 
274 369 2.5535900500422257 12.0 
274 370 2.5535900500422257 12.0 
275 368 2.5535900500422257 12.0 
275 369 2.5535900500422257 12.0 
276 367 2.5535900500422257 12.0 
276 368 2.5535900500422257 12.0 
277 367 2.5535900500422257 12.0 
277 368 2.5535900500422257 12.0 
269 319 0.24497866312686484 16.0 
269 320 0.24497866312686484 16.0 
270 319 0.24497866312686484 16.0 
270 320 0.24497866312686484 16.0 
271 319 0.24497866312686484 16.0 
271 320 0.24497866312686484 16.0 
272 319 0.24497866312686484 16.0 
272 320 0.24497866312686484 16.0 
273 319 0.24497866312686484 16.0 
273 320 0.24497866312686484 16.0 
273 321 0.24497866312686484 16.0 
274 320 0.24497866312686484 16.0 
274 321 0.24497866312686484 16.0 
275 320 0.24497866312686484 16.0 
275 321 0.24497866312686484 16.0 
276 320 0.24497866312686484 16.0 
276 321 0.24497866312686484 16.0 
277 320 0.24497866312686484 16.0 
265 332 3.4633432079864344 16.0 
265 333 3.4633432079864344 16.0 
266 332 3.4633432079864344 16.0 
266 333 3.4633432079864344 16.0 
267 332 3.4633432079864344 16.0 
267 333 3.4633432079864344 16.0 
268 332 3.4633432079864344 16.0 
266.0 325.0 3.440091585175972 0.29849893158617885 40.0 
266.0 326.0 3.440091585175972 0.29849893158617885 40.0 
266.0 327.0 3.440091585175972 0.29849893158617885 40.0 
266.0 328.0 3.440091585175972 0.29849893158617885 40.0 
267.0 323.0 3.440091585175972 0.29849893158617885 40.0 
267.0 324.0 3.440091585175972 0.29849893158617885 40.0 
267.0 325.0 3.440091585175972 0.29849893158617885 40.0 
267.0 326.0 3.440091585175972 0.29849893158617885 40.0 
267.0 327.0 3.440091585175972 0.29849893158617885 40.0 
267.0 328.0 3.440091585175972 0.29849893158617885 40.0 
268.0 323.0 3.440091585175972 0.29849893158617885 40.0 
268.0 324.0 3.440091585175972 0.29849893158617885 40.0 
268.0 325.0 3.440091585175972 0.29849893158617885 40.0 
268.0 326.0 3.440091585175972 0.29849893158617885 40.0 
268.0 327.0 3.440091585175972 0.29849893158617885 40.0 
268.0 328.0 3.440091585175972 0.29849893158617885 40.0 
269.0 323.0 3.440091585175972 0.29849893158617885 40.0 
269.0 324.0 3.440091585175972 0.29849893158617885 40.0 
269.0 325.0 3.440091585175972 0.29849893158617885 40.0 
269.0 326.0 3.440091585175972 0.29849893158617885 40.0 
269.0 327.0 3.440091585175972 0.29849893158617885 40.0 
269.0 328.0 3.440091585175972 0.29849893158617885 40.0 
269.0 329.0 3.440091585175972 0.29849893158617885 40.0 
270.0 324.0 3.440091585175972 0.29849893158617885 40.0 
270.0 325.0 3.440091585175972 0.29849893158617885 40.0 
270.0 326.0 3.440091585175972 0.29849893158617885 40.0 
270.0 327.0 3.440091585175972 0.29849893158617885 40.0 
270.0 328.0 3.440091585175972 0.29849893158617885 40.0 
270.0 329.0 3.440091585175972 0.29849893158617885 40.0 
271.0 324.0 3.440091585175972 0.29849893158617885 40.0 
271.0 325.0 3.440091585175972 0.29849893158617885 40.0 
271.0 326.0 3.440091585175972 0.29849893158617885 40.0 
271.0 327.0 3.440091585175972 0.29849893158617885 40.0 
