329 252 1.6332151367908536 24.0 
329 253 1.6332151367908536 24.0 
329 254 1.6332151367908536 24.0 
329 255 1.6332151367908536 24.0 
329 256 1.6332151367908536 24.0 
329 257 1.6332151367908536 24.0 
329 258 1.6332151367908536 24.0 
329 259 1.6332151367908536 24.0 
329 260 1.6332151367908536 24.0 
329 261 1.6332151367908536 24.0 
329 262 1.6332151367908536 24.0 
329 263 1.6332151367908536 24.0 
329 264 1.6332151367908536 24.0 
329 265 1.6332151367908536 24.0 
329 266 1.6332151367908536 24.0 
329 267 1.6332151367908536 24.0 
330 252 1.6332151367908536 24.0 
330 253 1.6332151367908536 24.0 
330 254 1.6332151367908536 24.0 
330 255 1.6332151367908536 24.0 
330 256 1.6332151367908536 24.0 
330 257 1.6332151367908536 24.0 
330 258 1.6332151367908536 24.0 
330 259 1.6332151367908536 24.0 
330 260 1.6332151367908536 24.0 
330 261 1.6332151367908536 24.0 
330 262 1.6332151367908536 24.0 
330 263 1.6332151367908536 24.0 
330 264 1.6332151367908536 24.0 
330 265 1.6332151367908536 24.0 
330 266 1.6332151367908536 24.0 
330 267 1.6332151367908536 24.0 
330 268 1.6332151367908536 24.0 
329.0 269.0 1.5707963267948966 4.71238898038469 24.0 
329.0 270.0 1.5707963267948966 4.71238898038469 24.0 
329.0 271.0 1.5707963267948966 4.71238898038469 24.0 
329.0 272.0 1.5707963267948966 4.71238898038469 24.0 
329.0 273.0 1.5707963267948966 4.71238898038469 24.0 
329.0 274.0 1.5707963267948966 4.71238898038469 24.0 
329.0 275.0 1.5707963267948966 4.71238898038469 24.0 
329.0 276.0 1.5707963267948966 4.71238898038469 24.0 
329.0 277.0 1.5707963267948966 4.71238898038469 24.0 
329.0 278.0 1.5707963267948966 4.71238898038469 24.0 
329.0 279.0 1.5707963267948966 4.71238898038469 24.0 
329.0 280.0 1.5707963267948966 4.71238898038469 24.0 
329.0 281.0 1.5707963267948966 4.71238898038469 24.0 
329.0 282.0 1.5707963267948966 4.71238898038469 24.0 
329.0 283.0 1.5707963267948966 4.71238898038469 24.0 
329.0 284.0 1.5707963267948966 4.71238898038469 24.0 
329.0 285.0 1.5707963267948966 4.71238898038469 24.0 
329.0 286.0 1.5707963267948966 4.71238898038469 24.0 
329.0 287.0 1.5707963267948966 4.71238898038469 24.0 
329.0 288.0 1.5707963267948966 4.71238898038469 24.0 
329.0 289.0 1.5707963267948966 4.71238898038469 24.0 
329.0 290.0 1.5707963267948966 4.71238898038469 24.0 
329.0 291.0 1.5707963267948966 4.71238898038469 24.0 
329.0 292.0 1.5707963267948966 4.71238898038469 24.0 
329.0 293.0 1.5707963267948966 4.71238898038469 24.0 
329.0 294.0 1.5707963267948966 4.71238898038469 24.0 
330.0 269.0 1.5707963267948966 4.71238898038469 24.0 
330.0 270.0 1.5707963267948966 4.71238898038469 24.0 
330.0 271.0 1.5707963267948966 4.71238898038469 24.0 
330.0 272.0 1.5707963267948966 4.71238898038469 24.0 
330.0 273.0 1.5707963267948966 4.71238898038469 24.0 
330.0 274.0 1.5707963267948966 4.71238898038469 24.0 
330.0 275.0 1.5707963267948966 4.71238898038469 24.0 
330.0 276.0 1.5707963267948966 4.71238898038469 24.0 
330.0 277.0 1.5707963267948966 4.71238898038469 24.0 
330.0 278.0 1.5707963267948966 4.71238898038469 24.0 
330.0 279.0 1.5707963267948966 4.71238898038469 24.0 
330.0 280.0 1.5707963267948966 4.71238898038469 24.0 
330.0 281.0 1.5707963267948966 4.71238898038469 24.0 
330.0 282.0 1.5707963267948966 4.71238898038469 24.0 
330.0 283.0 1.5707963267948966 4.71238898038469 24.0 
330.0 284.0 1.5707963267948966 4.71238898038469 24.0 
330.0 285.0 1.5707963267948966 4.71238898038469 24.0 
330.0 286.0 1.5707963267948966 4.71238898038469 24.0 
330.0 287.0 1.5707963267948966 4.71238898038469 24.0 
330.0 288.0 1.5707963267948966 4.71238898038469 24.0 
330.0 289.0 1.5707963267948966 4.71238898038469 24.0 
330.0 290.0 1.5707963267948966 4.71238898038469 24.0 
330.0 291.0 1.5707963267948966 4.71238898038469 24.0 
330.0 292.0 1.5707963267948966 4.71238898038469 24.0 
